timestamp,open,high,low,close,volume
2026-06-10 00:00:00,1638.64,1646.0,1628.63,1644.8,124759.328
2026-06-10 01:00:00,1644.8,1646.27,1632.49,1638.14,170318.512
2026-06-10 02:00:00,1638.14,1641.76,1620.63,1623.31,171052.797
2026-06-10 03:00:00,1623.31,1635.71,1622.6,1629.88,99436.562
2026-06-10 04:00:00,1629.87,1632.21,1621.07,1625.19,92934.864
2026-06-10 05:00:00,1625.2,1629.48,1615.34,1627.26,139365.655
2026-06-10 06:00:00,1627.27,1633.54,1621.64,1631.17,117029.664
2026-06-10 07:00:00,1631.17,1642.99,1629.76,1639.32,190124.107
2026-06-10 08:00:00,1639.32,1640.08,1617.29,1620.46,226600.229
2026-06-10 09:00:00,1620.47,1625.78,1605.0,1622.92,300890.995
2026-06-10 10:00:00,1622.93,1629.24,1617.09,1627.46,110395.018
2026-06-10 11:00:00,1627.47,1629.54,1610.54,1619.18,286989.606
2026-06-10 12:00:00,1619.17,1644.9,1615.01,1634.41,470415.32
2026-06-10 13:00:00,1634.41,1667.31,1630.66,1650.96,578585.115
2026-06-10 14:00:00,1650.97,1654.94,1636.31,1645.76,347406.575
2026-06-10 15:00:00,1645.77,1665.0,1634.54,1657.09,471403.426
2026-06-10 16:00:00,1657.1,1658.12,1631.4,1641.31,290053.006
2026-06-10 17:00:00,1641.31,1647.06,1621.46,1631.45,342023.328
2026-06-10 18:00:00,1631.44,1636.4,1621.17,1630.28,162380.749
2026-06-10 19:00:00,1630.27,1632.89,1622.05,1629.22,122936.725
2026-06-10 20:00:00,1629.22,1635.45,1622.0,1629.6,127908.896
2026-06-10 21:00:00,1629.6,1629.6,1602.05,1610.54,284703.54
2026-06-10 22:00:00,1610.54,1621.71,1603.52,1615.71,202528.639
2026-06-10 23:00:00,1615.71,1624.5,1608.28,1620.72,143769.621
2026-06-11 00:00:00,1620.72,1633.8,1620.72,1627.62,153353.868
2026-06-11 01:00:00,1627.62,1646.92,1627.49,1642.22,176336.764
2026-06-11 02:00:00,1642.22,1644.83,1629.74,1640.08,136928.124
2026-06-11 03:00:00,1640.09,1662.07,1635.28,1653.19,286231.894
2026-06-11 04:00:00,1653.2,1658.98,1649.2,1656.08,154225.273
2026-06-11 05:00:00,1656.09,1656.19,1646.59,1647.09,118891.92
2026-06-11 06:00:00,1647.09,1662.72,1645.36,1654.06,253373.69
2026-06-11 07:00:00,1654.05,1657.7,1650.52,1653.67,105269.559
2026-06-11 08:00:00,1653.67,1663.94,1653.65,1659.31,165704.248
2026-06-11 09:00:00,1659.3,1661.36,1655.08,1658.27,87336.576
2026-06-11 10:00:00,1658.27,1660.88,1653.34,1657.95,97566.555
2026-06-11 11:00:00,1657.94,1673.59,1655.41,1665.76,269578.651
2026-06-11 12:00:00,1665.77,1665.94,1641.0,1650.82,452104.329
2026-06-11 13:00:00,1650.83,1658.6,1643.4,1652.44,200321.138
2026-06-11 14:00:00,1652.45,1654.79,1638.01,1642.25,298476.175
2026-06-11 15:00:00,1642.25,1650.0,1635.2,1644.64,226482.842
2026-06-11 16:00:00,1644.64,1648.7,1637.29,1638.82,131536.063
2026-06-11 17:00:00,1638.82,1693.38,1631.32,1688.07,877399.542
2026-06-11 18:00:00,1688.06,1691.42,1676.13,1683.31,310433.341
2026-06-11 19:00:00,1683.32,1693.27,1675.12,1680.29,225539.276
2026-06-11 20:00:00,1680.29,1682.05,1666.0,1671.49,161560.896
2026-06-11 21:00:00,1671.49,1682.79,1671.38,1676.28,97088.068
2026-06-11 22:00:00,1676.29,1682.51,1674.31,1675.25,74653.027
2026-06-11 23:00:00,1675.26,1678.45,1669.38,1672.57,99284.601
2026-06-12 00:00:00,1672.57,1676.99,1668.72,1671.85,96934.996
2026-06-12 01:00:00,1671.86,1671.96,1658.88,1666.47,137846.733
2026-06-12 02:00:00,1666.47,1678.16,1665.83,1674.72,86205.772
2026-06-12 03:00:00,1674.72,1675.81,1667.71,1672.39,46977.392
2026-06-12 04:00:00,1672.4,1681.84,1668.21,1676.57,114276.904
2026-06-12 05:00:00,1676.58,1677.01,1661.05,1663.29,154708.714
2026-06-12 06:00:00,1663.29,1665.88,1651.17,1656.49,201709.386
2026-06-12 07:00:00,1656.5,1664.26,1655.24,1661.21,111631.984
2026-06-12 08:00:00,1661.23,1677.32,1661.21,1672.44,200958.01
2026-06-12 09:00:00,1672.43,1684.99,1670.33,1679.35,203227.638
2026-06-12 10:00:00,1679.35,1682.5,1670.7,1674.03,130707.959
2026-06-12 11:00:00,1674.03,1677.89,1671.05,1672.85,71801.915
2026-06-12 12:00:00,1672.86,1672.86,1661.91,1665.83,143824.309
2026-06-12 13:00:00,1665.84,1668.15,1652.5,1656.77,252978.777
2026-06-12 14:00:00,1656.78,1685.71,1655.34,1684.89,379182.863
2026-06-12 15:00:00,1684.89,1690.51,1657.22,1658.98,617075.532
2026-06-12 16:00:00,1658.98,1674.99,1656.26,1671.99,288957.423
2026-06-12 17:00:00,1672.0,1677.5,1666.35,1668.02,105090.212
2026-06-12 18:00:00,1668.02,1672.8,1662.55,1666.19,112640.936
2026-06-12 19:00:00,1666.18,1671.9,1664.0,1665.08,62161.911
2026-06-12 20:00:00,1665.08,1667.14,1660.85,1664.05,46429.084
2026-06-12 21:00:00,1664.05,1667.32,1662.1,1663.42,38282.621
2026-06-12 22:00:00,1663.43,1666.6,1660.5,1661.73,36520.403
2026-06-12 23:00:00,1661.73,1665.57,1657.8,1665.48,48030.208
2026-06-13 00:00:00,1665.49,1668.45,1664.49,1666.62,46046.449
2026-06-13 01:00:00,1666.63,1675.98,1665.77,1673.33,88194.834
2026-06-13 02:00:00,1673.34,1673.86,1664.72,1667.23,59051.845
2026-06-13 03:00:00,1667.24,1668.84,1662.62,1664.4,58886.037
2026-06-13 04:00:00,1664.39,1667.39,1662.78,1663.7,39566.319
2026-06-13 05:00:00,1663.69,1664.85,1661.2,1664.47,44752.736
2026-06-13 06:00:00,1664.47,1669.6,1663.09,1669.1,41684.885
2026-06-13 07:00:00,1669.11,1677.29,1667.63,1675.51,148051.213
2026-06-13 08:00:00,1675.51,1679.33,1672.72,1673.72,121145.022
2026-06-13 09:00:00,1673.72,1675.69,1672.1,1672.97,40001.893
2026-06-13 10:00:00,1672.97,1675.75,1671.99,1673.35,38897.481
2026-06-13 11:00:00,1673.35,1678.25,1672.5,1677.53,68416.101
2026-06-13 12:00:00,1677.54,1683.49,1676.01,1679.81,80901.35
2026-06-13 13:00:00,1679.81,1680.76,1675.66,1677.09,82809.001
2026-06-13 14:00:00,1677.1,1680.81,1676.78,1679.23,50503.593
2026-06-13 15:00:00,1679.24,1685.98,1677.69,1681.44,151416.151
2026-06-13 16:00:00,1681.44,1681.94,1670.5,1676.0,231624.459
2026-06-13 17:00:00,1675.99,1677.88,1672.24,1673.45,73589.284
2026-06-13 18:00:00,1673.46,1681.85,1673.3,1677.43,57553.585
2026-06-13 19:00:00,1677.42,1679.34,1674.88,1677.51,33618.921
2026-06-13 20:00:00,1677.5,1677.59,1674.14,1675.65,26459.813
2026-06-13 21:00:00,1675.66,1698.1,1674.0,1685.68,162423.453
2026-06-13 22:00:00,1685.67,1685.79,1680.72,1680.72,53997.877
2026-06-13 23:00:00,1680.73,1683.48,1677.3,1680.41,49201.978
2026-06-14 00:00:00,1680.42,1682.8,1678.0,1681.2,31193.771
2026-06-14 01:00:00,1681.21,1689.9,1679.32,1682.97,71770.628
2026-06-14 02:00:00,1682.97,1685.0,1680.72,1681.57,42142.313
2026-06-14 03:00:00,1681.57,1682.6,1678.85,1680.98,42089.591
2026-06-14 04:00:00,1680.99,1682.01,1675.34,1677.05,51063.016
2026-06-14 05:00:00,1677.06,1678.35,1673.11,1677.38,51590.355
2026-06-14 06:00:00,1677.37,1681.75,1674.35,1675.56,91804.288
2026-06-14 07:00:00,1675.57,1676.7,1672.67,1674.92,58784.852
2026-06-14 08:00:00,1674.92,1677.98,1673.71,1674.8,44560.337
2026-06-14 09:00:00,1674.8,1678.4,1667.57,1677.61,134796.949
2026-06-14 10:00:00,1677.61,1677.82,1672.17,1672.2,44143.697
2026-06-14 11:00:00,1672.19,1676.26,1671.35,1672.74,45803.665
2026-06-14 12:00:00,1672.74,1673.88,1664.15,1666.07,115464.544
2026-06-14 13:00:00,1666.07,1668.21,1663.28,1665.58,81396.146
2026-06-14 14:00:00,1665.58,1669.49,1653.36,1658.74,241034.842
2026-06-14 15:00:00,1658.73,1664.0,1658.64,1662.04,109403.257
2026-06-14 16:00:00,1662.05,1667.95,1659.0,1660.71,101089.002
2026-06-14 17:00:00,1660.7,1666.0,1660.01,1661.42,71628.183
2026-06-14 18:00:00,1661.42,1662.7,1658.08,1661.3,51491.998
2026-06-14 19:00:00,1661.3,1667.32,1660.26,1664.64,43009.872
2026-06-14 20:00:00,1664.64,1673.54,1661.63,1669.51,90219.383
2026-06-14 21:00:00,1669.52,1732.0,1669.08,1717.9,775836.462
2026-06-14 22:00:00,1717.9,1728.36,1711.34,1721.66,322078.396
2026-06-14 23:00:00,1721.67,1725.69,1715.71,1724.74,173073.313
2026-06-15 00:00:00,1724.74,1731.76,1718.85,1720.05,193610.882
2026-06-15 01:00:00,1720.05,1721.4,1708.45,1714.96,183697.236
2026-06-15 02:00:00,1714.96,1726.26,1713.24,1715.85,103820.215
2026-06-15 03:00:00,1715.84,1723.59,1714.5,1720.12,105370.24
2026-06-15 04:00:00,1720.11,1720.11,1715.15,1716.29,127529.39
2026-06-15 05:00:00,1716.28,1722.0,1715.04,1719.88,84153.393
2026-06-15 06:00:00,1719.88,1722.4,1717.35,1719.11,67366.397
2026-06-15 07:00:00,1719.12,1723.09,1715.43,1715.58,99531.153
2026-06-15 08:00:00,1715.57,1721.0,1714.2,1719.51,79805.724
2026-06-15 09:00:00,1719.51,1726.53,1711.27,1717.65,209652.884
2026-06-15 10:00:00,1717.64,1750.0,1717.26,1736.79,436275.986
2026-06-15 11:00:00,1736.78,1770.0,1733.14,1763.78,656671.138
2026-06-15 12:00:00,1763.78,1777.37,1759.35,1776.6,382090.81
2026-06-15 13:00:00,1776.6,1826.86,1773.47,1813.3,1159833.055
2026-06-15 14:00:00,1813.3,1817.75,1804.02,1813.66,281443.101
2026-06-15 15:00:00,1813.65,1848.78,1812.36,1844.55,582265.708
2026-06-15 16:00:00,1844.55,1846.89,1836.66,1841.89,307025.88
2026-06-15 17:00:00,1841.88,1841.89,1822.74,1828.3,297538.819
2026-06-15 18:00:00,1828.31,1834.92,1824.75,1827.05,116551.232
2026-06-15 19:00:00,1827.06,1833.72,1810.5,1820.94,257353.641
2026-06-15 20:00:00,1820.94,1825.87,1814.17,1816.1,86876.109
2026-06-15 21:00:00,1816.1,1821.47,1808.62,1810.56,98328.955
2026-06-15 22:00:00,1810.57,1812.8,1786.01,1788.79,302944.668
2026-06-15 23:00:00,1788.79,1796.96,1781.87,1795.16,183958.159
2026-06-16 00:00:00,1795.15,1801.86,1787.96,1788.6,153069.038
2026-06-16 01:00:00,1788.61,1796.45,1788.19,1791.25,79754.917
2026-06-16 02:00:00,1791.26,1793.26,1766.2,1769.36,341617.146
2026-06-16 03:00:00,1769.36,1779.83,1763.87,1778.22,213798.985
2026-06-16 04:00:00,1778.21,1782.37,1757.36,1759.71,290434.165
2026-06-16 05:00:00,1759.71,1765.28,1759.21,1761.22,160622.915
2026-06-16 06:00:00,1761.22,1773.19,1761.22,1770.39,166030.743
2026-06-16 07:00:00,1770.39,1775.89,1768.18,1773.23,104862.543
2026-06-16 08:00:00,1773.23,1807.32,1772.2,1802.25,379151.915
2026-06-16 09:00:00,1802.26,1804.97,1786.12,1788.83,233454.6
2026-06-16 10:00:00,1788.83,1799.82,1787.55,1793.09,151659.947
